period,brand,category,channel,province,units_sold,list_price,std_cost,revenue_zar,gross_margin_zar,trade_spend_zar,net_revenue_zar,weighted_distribution,promo_flag,sku_grade
2024Q3,Schweppes,Mixers,Mass Retail,Eastern Cape,8,51.58,26.81,412.64,198.16,19.33,393.31,59.2,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,110,53.12,28.44,5843.2,2714.8,675.36,5167.84,88.8,0,A
2024Q4,Cappy,Juices & Nectars,E-Commerce,Gauteng,41,71.85,40.51,2945.85,1284.94,148.36,2797.49,83.3,0,A
2024Q3,Cappy,Juices & Nectars,Convenience,Gauteng,157,67.23,36.45,10555.11,4832.46,864.56,9690.55,66.1,0,C
2024Q3,Schweppes,Mixers,Wholesale,KwaZulu-Natal,27,59.36,35.87,1602.72,634.23,89.36,1513.36,68.3,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,13,59.57,34.25,774.41,329.16,64.99,709.42,59.6,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,55,47.93,23.03,2636.15,1369.5,221.18,2414.97,66.3,0,A
2024Q3,Monster,Energy Drinks,E-Commerce,Free State,193,113.25,69.67,21857.25,8410.94,2330.97,19526.28,83.0,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,24,51.64,27.38,1239.36,582.24,133.69,1105.67,65.4,0,C
2024Q3,Cappy,Juices & Nectars,Mass Retail,Gauteng,15,61.8,30.2,927.0,474.0,82.6,844.4,68.7,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,101,56.34,32.97,5690.34,2360.37,578.8,5111.54,71.5,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,North West,26,47.31,26.78,1230.06,533.78,50.01,1180.05,83.1,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,Eastern Cape,3,53.0,29.29,159.0,71.13,8.42,150.58,50.8,0,B
2024Q3,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,57,62.62,34.27,3569.34,1615.95,305.97,3263.37,74.6,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,120,55.41,30.2,6649.2,3025.2,668.37,5980.83,76.0,1,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Limpopo,25,54.78,27.35,1369.5,685.75,64.43,1305.07,83.2,0,B
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,49,51.03,26.99,2500.47,1177.96,212.27,2288.2,77.8,0,B
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,39,49.69,24.89,1937.91,967.2,195.96,1741.95,78.5,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,37,49.12,27.72,1817.44,791.8,204.44,1613.0,69.8,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,54,54.32,33.66,2933.28,1115.64,214.06,2719.22,46.0,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,48,55.78,27.58,2677.44,1353.6,133.14,2544.3,82.2,0,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,59,49.58,24.69,2925.22,1468.51,333.65,2591.57,55.7,1,A
2024Q4,Schweppes,Mixers,Convenience,Western Cape,14,54.84,30.37,767.76,342.58,72.9,694.86,71.0,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,26,51.71,31.87,1344.46,515.84,141.91,1202.55,48.9,0,A
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,13,57.59,32.3,748.67,328.77,61.91,686.76,56.0,1,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,17,56.71,29.16,964.07,468.35,95.47,868.6,84.0,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,North West,44,55.18,29.16,2427.92,1144.88,180.15,2247.77,83.5,1,C
2024Q1,Powerade,Sports Drinks,On-Trade,Western Cape,179,65.11,36.17,11654.69,5180.26,1033.38,10621.31,73.9,1,C
2024Q1,Bonaqua,Water,Mass Retail,Gauteng,66,32.55,19.18,2148.3,882.42,198.31,1949.99,67.6,0,A
2024Q1,Cappy,Juices & Nectars,Mass Retail,Western Cape,28,65.62,34.63,1837.36,867.72,107.09,1730.27,78.1,1,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,21,48.41,27.87,1016.61,431.34,111.9,904.71,87.3,1,A
2024Q2,Powerade,Sports Drinks,Convenience,Mpumalanga,23,67.77,35.48,1558.71,742.67,162.85,1395.86,69.2,1,C
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Limpopo,11,48.93,26.18,538.23,250.25,42.53,495.7,63.5,0,A
2024Q2,Powerade,Sports Drinks,Mass Retail,Northern Cape,85,68.59,40.23,5830.15,2410.6,541.58,5288.57,71.3,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,9,57.18,28.39,514.62,259.11,38.89,475.73,84.0,0,A
2024Q1,Schweppes,Mixers,On-Trade,Gauteng,59,47.34,28.36,2793.06,1119.82,186.35,2606.71,52.5,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,23,43.66,26.13,1004.18,403.19,115.5,888.68,67.6,0,A
2024Q1,Schweppes,Mixers,Convenience,Western Cape,26,56.11,34.39,1458.86,564.72,117.84,1341.02,54.9,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,52,54.1,32.51,2813.2,1122.68,240.71,2572.49,90.9,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,102,54.45,29.38,5553.9,2557.14,254.85,5299.05,63.6,0,B
2024Q1,Cappy,Juices & Nectars,On-Trade,Western Cape,24,65.03,33.88,1560.72,747.6,66.44,1494.28,84.4,1,A
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,44,47.2,28.23,2076.8,834.68,86.37,1990.43,57.4,0,C
2024Q4,Stoney,Carbonated Soft Drinks,On-Trade,Western Cape,53,58.91,30.54,3122.23,1503.61,179.36,2942.87,56.3,1,C
2024Q2,Schweppes,Mixers,Convenience,Mpumalanga,46,61.65,36.72,2835.9,1146.78,160.7,2675.2,65.6,0,B
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Western Cape,44,53.37,31.89,2348.28,945.12,182.97,2165.31,83.0,0,C
2024Q2,Sprite,Carbonated Soft Drinks,E-Commerce,Gauteng,192,56.89,34.3,10922.88,4337.28,794.88,10128.0,67.2,0,D
2024Q1,Powerade,Sports Drinks,Convenience,Free State,33,65.3,34.01,2154.9,1032.57,246.17,1908.73,49.6,0,B
2024Q2,Cappy,Juices & Nectars,Convenience,Gauteng,59,75.71,39.32,4466.89,2147.01,309.81,4157.08,49.8,0,C
2024Q3,Fanta,Carbonated Soft Drinks,On-Trade,Western Cape,84,45.12,23.92,3790.08,1780.8,292.39,3497.69,74.4,0,A
2024Q4,Sprite,Carbonated Soft Drinks,Petrol & Travel,Gauteng,22,49.51,24.67,1089.22,546.48,50.17,1039.05,77.0,1,C
2024Q3,Stoney,Carbonated Soft Drinks,Mass Retail,Limpopo,13,60.16,29.33,782.08,400.79,38.78,743.3,70.0,0,D
2024Q3,Sprite,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,15,57.06,32.45,855.9,369.15,61.96,793.94,69.6,0,A
2024Q2,Fanta,Carbonated Soft Drinks,On-Trade,Mpumalanga,16,48.34,29.11,773.44,307.68,44.06,729.38,60.6,0,C
2024Q2,Powerplay,Energy Drinks,On-Trade,Limpopo,74,113.83,57.57,8423.42,4163.24,574.33,7849.09,51.7,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,Eastern Cape,75,47.35,22.73,3551.25,1846.5,159.01,3392.24,67.9,0,B
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,21,49.63,25.95,1042.23,497.28,98.03,944.2,52.2,0,A
2024Q2,Sprite,Carbonated Soft Drinks,On-Trade,North West,32,52.34,26.65,1674.88,822.08,79.22,1595.66,66.8,0,C
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,122,51.03,25.3,6225.66,3139.06,643.05,5582.61,46.4,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,50,52.44,29.38,2622.0,1153.0,138.18,2483.82,72.4,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,10,51.62,28.4,516.2,232.2,26.84,489.36,84.4,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Limpopo,9,56.08,27.28,504.72,259.2,45.72,459.0,64.8,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,North West,58,50.97,30.66,2956.26,1177.98,142.1,2814.16,57.7,1,A
2024Q4,Powerplay,Energy Drinks,Convenience,Gauteng,19,116.66,64.05,2216.54,999.59,228.36,1988.18,71.2,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,33,51.05,25.4,1684.65,846.45,170.44,1514.21,58.7,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Free State,89,62.24,32.2,5539.36,2673.56,339.93,5199.43,90.7,1,D
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Free State,45,47.08,27.98,2118.6,859.5,145.48,1973.12,79.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,37,49.48,29.39,1830.76,743.33,218.59,1612.17,46.6,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,29,51.92,29.39,1505.68,653.37,74.97,1430.71,65.1,1,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,30,45.36,24.05,1360.8,639.3,114.6,1246.2,57.6,0,C
2024Q3,Powerade,Sports Drinks,On-Trade,Western Cape,23,70.23,38.7,1615.29,725.19,148.44,1466.85,74.9,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Wholesale,Gauteng,27,55.68,29.61,1503.36,703.89,124.19,1379.17,46.1,0,B
2024Q3,Cappy,Juices & Nectars,On-Trade,Free State,88,70.75,35.08,6226.0,3138.96,742.42,5483.58,77.1,0,A
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,47,48.52,29.28,2280.44,904.28,186.19,2094.25,80.1,0,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,9,48.73,28.2,438.57,184.77,30.15,408.42,55.1,0,C
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,47,52.69,27.76,2476.43,1171.71,278.71,2197.72,49.0,1,B
2024Q1,Powerplay,Energy Drinks,Mass Retail,Western Cape,40,102.83,58.01,4113.2,1792.8,377.63,3735.57,81.5,0,A
2024Q1,Bonaqua,Water,Mass Retail,Western Cape,50,36.37,20.41,1818.5,798.0,210.02,1608.48,57.3,1,A
2024Q1,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,90,71.18,36.99,6406.2,3077.1,548.81,5857.39,48.2,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,30,49.7,24.53,1491.0,755.1,148.46,1342.54,92.6,1,A
2024Q2,Bonaqua,Water,Convenience,Western Cape,23,40.78,21.78,937.94,437.0,59.5,878.44,57.1,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,89,56.08,34.26,4991.12,1941.98,575.92,4415.2,74.2,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,89,48.07,26.7,4278.23,1901.93,490.41,3787.82,57.6,0,A
2024Q4,Powerade,Sports Drinks,Wholesale,Gauteng,73,64.2,31.71,4686.6,2371.77,358.3,4328.3,67.7,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,45,41.25,20.18,1856.25,948.15,149.96,1706.29,95.8,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Mpumalanga,101,64.27,33.42,6491.27,3115.85,777.45,5713.82,59.5,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Free State,36,51.17,28.58,1842.12,813.24,158.01,1684.11,60.2,0,C
2024Q1,Bonaqua,Water,Convenience,KwaZulu-Natal,56,41.25,21.15,2310.0,1125.6,192.4,2117.6,73.5,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,30,49.52,25.03,1485.6,734.7,61.98,1423.62,52.8,0,A
2024Q3,Bonaqua,Water,E-Commerce,Gauteng,17,41.41,23.25,703.97,308.72,46.1,657.87,65.3,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,142,48.45,28.47,6879.9,2837.16,456.37,6423.53,94.0,0,A
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,145,48.58,25.21,7044.1,3388.65,427.95,6616.15,81.0,0,B
2024Q4,Bonaqua,Water,On-Trade,Gauteng,13,44.96,25.88,584.48,248.04,28.65,555.83,69.8,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Limpopo,30,50.71,25.41,1521.3,759.0,137.95,1383.35,80.7,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,Eastern Cape,96,51.93,31.02,4985.28,2007.36,488.53,4496.75,58.1,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,17,49.15,27.36,835.55,370.43,78.8,756.75,47.8,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Wholesale,Gauteng,47,56.99,32.18,2678.53,1166.07,199.03,2479.5,89.8,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,8,55.27,28.06,442.16,217.68,32.5,409.66,60.2,0,B
2024Q2,Bonaqua,Water,Wholesale,Gauteng,11,40.58,24.06,446.38,181.72,23.05,423.33,70.5,0,D
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Western Cape,5,54.3,29.67,271.5,123.15,29.29,242.21,97.5,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,112,53.91,29.75,6037.92,2705.92,379.76,5658.16,90.2,0,A
2024Q4,Schweppes,Mixers,Mass Retail,Northern Cape,141,61.5,36.89,8671.5,3470.01,854.6,7816.9,56.2,0,A
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,34,51.51,31.49,1751.34,680.68,184.01,1567.33,80.3,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,74,46.31,25.03,3426.94,1574.72,356.06,3070.88,85.3,0,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,31,59.93,31.48,1857.83,881.95,135.69,1722.14,92.5,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,15,46.49,23.71,697.35,341.7,58.28,639.07,52.8,0,B
2024Q3,Powerade,Sports Drinks,Mass Retail,KwaZulu-Natal,49,59.96,29.83,2938.04,1476.37,347.5,2590.54,69.1,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,60,56.02,33.38,3361.2,1358.4,161.46,3199.74,81.0,1,D
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,10,49.3,24.51,493.0,247.9,23.59,469.41,65.4,0,B
2024Q3,Bonaqua,Water,Convenience,Western Cape,159,43.98,24.01,6992.82,3175.23,650.24,6342.58,95.7,0,B
2024Q1,Powerade,Sports Drinks,On-Trade,Northern Cape,32,63.4,39.24,2028.8,773.12,144.03,1884.77,76.5,1,B
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Eastern Cape,14,45.66,24.39,639.24,297.78,74.99,564.25,49.5,0,B
2024Q3,Bonaqua,Water,Wholesale,Gauteng,70,39.02,24.15,2731.4,1040.9,185.44,2545.96,51.9,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Northern Cape,20,53.79,27.78,1075.8,520.2,60.62,1015.18,63.9,1,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,136,46.29,26.38,6295.44,2707.76,629.17,5666.27,72.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,104,55.88,29.53,5811.52,2740.4,386.06,5425.46,59.3,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,54,43.14,23.16,2329.56,1078.92,249.12,2080.44,48.9,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Western Cape,7,57.16,30.81,400.12,184.45,41.62,358.5,59.9,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,41,55.18,32.46,2262.38,931.52,201.43,2060.95,72.8,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Free State,18,50.03,26.03,900.54,432.0,80.3,820.24,54.8,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Northern Cape,80,50.85,26.18,4068.0,1973.6,264.64,3803.36,48.1,1,B
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,56,49.99,26.72,2799.44,1303.12,255.25,2544.19,67.7,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Eastern Cape,18,52.05,31.42,936.9,371.34,93.92,842.98,65.1,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,43,49.33,29.36,2121.19,858.71,224.29,1896.9,60.1,1,B
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Limpopo,49,50.14,30.53,2456.86,960.89,168.96,2287.9,86.3,0,B
2024Q3,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,59,47.92,24.8,2827.28,1364.08,190.74,2636.54,55.5,0,A
2024Q1,Stoney,Carbonated Soft Drinks,On-Trade,Western Cape,35,65.47,32.56,2291.45,1151.85,137.81,2153.64,74.8,0,A
2024Q2,Powerplay,Energy Drinks,Mass Retail,Gauteng,17,109.68,64.22,1864.56,772.82,210.24,1654.32,72.1,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Wholesale,Eastern Cape,40,54.89,31.53,2195.6,934.4,214.54,1981.06,58.8,0,B
2024Q2,Cappy,Juices & Nectars,Convenience,Gauteng,22,71.24,43.14,1567.28,618.2,140.48,1426.8,67.4,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,82,50.65,27.73,4153.3,1879.44,465.57,3687.73,72.0,0,D
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Eastern Cape,19,51.73,30.91,982.87,395.58,86.21,896.66,94.7,0,A
2024Q3,Bonaqua,Water,Mass Retail,Gauteng,47,48.39,24.37,2274.33,1128.94,114.51,2159.82,74.9,1,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Wholesale,North West,39,53.19,31.38,2074.41,850.59,85.63,1988.78,47.5,0,B
2024Q1,Schweppes,Mixers,Wholesale,Gauteng,16,55.62,31.95,889.92,378.72,81.64,808.28,50.4,0,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,31,60.73,34.88,1882.63,801.35,198.24,1684.39,81.3,0,B
2024Q1,Powerplay,Energy Drinks,Mass Retail,Gauteng,13,105.07,62.46,1365.91,553.93,77.99,1287.92,94.2,1,B
2024Q4,Schweppes,Mixers,Wholesale,Gauteng,37,60.81,35.78,2249.97,926.11,161.73,2088.24,97.6,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,31,54.91,31.54,1702.21,724.47,161.7,1540.51,91.3,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,133,54.16,31.69,7203.28,2988.51,395.27,6808.01,50.8,1,A
2024Q4,Cappy,Juices & Nectars,On-Trade,Mpumalanga,32,54.3,30.74,1737.6,753.92,202.68,1534.92,62.5,0,B
2024Q1,Bonaqua,Water,Mass Retail,Eastern Cape,9,40.93,23.17,368.37,159.84,43.24,325.13,51.6,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,29,50.57,28.67,1466.53,635.1,157.34,1309.19,83.7,0,C
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Eastern Cape,26,52.28,30.61,1359.28,563.42,105.92,1253.36,92.6,0,A
2024Q4,Powerplay,Energy Drinks,Mass Retail,Western Cape,29,110.17,63.19,3194.93,1362.42,316.54,2878.39,84.3,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Mpumalanga,66,50.2,30.01,3313.2,1332.54,160.27,3152.93,95.3,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,10,50.3,30.2,503.0,201.0,50.28,452.72,63.7,0,A
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,23,50.15,26.72,1153.45,538.89,68.09,1085.36,91.4,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,15,48.65,23.47,729.75,377.7,49.42,680.33,72.9,1,B
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Mpumalanga,18,56.7,29.73,1020.6,485.46,117.5,903.1,58.9,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,11,49.43,25.23,543.73,266.2,34.9,508.83,90.8,0,C
2024Q4,Schweppes,Mixers,Mass Retail,KwaZulu-Natal,22,66.21,36.49,1456.62,653.84,89.39,1367.23,48.9,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,18,51.99,25.6,935.82,475.02,57.12,878.7,64.5,0,B
2024Q2,Powerplay,Energy Drinks,Mass Retail,Gauteng,26,104.98,54.24,2729.48,1319.24,123.95,2605.53,62.3,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,16,58.37,30.69,933.92,442.88,46.81,887.11,57.0,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,33,51.6,26.62,1702.8,824.34,82.33,1620.47,82.4,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,Western Cape,171,48.38,26.98,8272.98,3659.4,977.95,7295.03,86.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Free State,39,51.86,25.92,2022.54,1011.66,128.88,1893.66,54.0,0,B
2024Q2,Monster,Energy Drinks,On-Trade,Western Cape,20,120.97,73.41,2419.4,951.2,202.23,2217.17,69.7,0,B
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Northern Cape,39,54.03,27.77,2107.17,1024.14,131.62,1975.55,76.8,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,145,56.07,33.01,8130.15,3343.7,493.87,7636.28,88.8,0,B
2024Q2,Bonaqua,Water,E-Commerce,Western Cape,22,36.99,19.03,813.78,395.12,47.44,766.34,60.0,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Mpumalanga,65,59.5,33.96,3867.5,1660.1,261.05,3606.45,85.8,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,8,57.69,31.95,461.52,205.92,30.41,431.11,86.9,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,18,54.31,28.16,977.58,470.7,111.0,866.58,68.2,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,50,51.5,31.39,2575.0,1005.5,239.07,2335.93,45.5,0,D
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,24,49.9,29.79,1197.6,482.64,103.27,1094.33,89.9,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,Free State,32,55.1,26.94,1763.2,901.12,115.88,1647.32,63.6,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,67,56.63,27.36,3794.21,1961.09,428.2,3366.01,56.4,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,33,51.18,29.08,1688.94,729.3,74.38,1614.56,60.4,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,28,51.02,27.52,1428.56,658.0,153.4,1275.16,58.5,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,12,45.47,22.6,545.64,274.44,51.52,494.12,57.9,0,B
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,21,49.48,29.68,1039.08,415.8,102.99,936.09,53.2,0,A
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,18,50.98,27.79,917.64,417.42,55.84,861.8,69.8,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,10,49.49,28.18,494.9,213.1,37.98,456.92,96.1,1,A
2024Q1,Cappy,Juices & Nectars,Convenience,KwaZulu-Natal,125,70.77,42.15,8846.25,3577.5,641.86,8204.39,81.4,0,C
2024Q2,Fanta,Carbonated Soft Drinks,On-Trade,Mpumalanga,69,49.44,30.31,3411.36,1319.97,332.63,3078.73,64.8,0,A
2024Q2,Cappy,Juices & Nectars,Mass Retail,Free State,12,72.09,44.21,865.08,334.56,64.78,800.3,67.8,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,29,58.56,29.86,1698.24,832.3,172.99,1525.25,62.0,1,B
2024Q4,Cappy,Juices & Nectars,E-Commerce,Gauteng,18,68.13,41.97,1226.34,470.88,111.1,1115.24,97.3,0,B
2024Q1,Cappy,Juices & Nectars,E-Commerce,Western Cape,16,66.48,36.68,1063.68,476.8,70.42,993.26,62.8,0,B
2024Q1,Bonaqua,Water,Convenience,KwaZulu-Natal,48,38.41,21.57,1843.68,808.32,208.7,1634.98,64.3,0,D
2024Q4,Schweppes,Mixers,Petrol & Travel,Western Cape,45,57.64,27.89,2593.8,1338.75,254.81,2338.99,88.3,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,95,53.47,29.87,5079.65,2242.0,229.12,4850.53,81.8,1,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,23,49.21,27.98,1131.83,488.29,133.68,998.15,51.2,1,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,77,50.3,27.43,3873.1,1760.99,254.57,3618.53,74.7,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,8,47.91,28.39,383.28,156.16,43.67,339.61,85.3,0,A
2024Q3,Schweppes,Mixers,Convenience,Western Cape,14,57.39,33.55,803.46,333.76,70.48,732.98,92.8,1,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,61,56.58,29.26,3451.38,1666.52,322.33,3129.05,94.0,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Free State,44,55.55,29.08,2444.2,1164.68,134.38,2309.82,51.2,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,17,58.79,28.42,999.43,516.29,71.74,927.69,70.6,1,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,21,53.04,29.58,1113.84,492.66,57.6,1056.24,55.4,0,D
